subplot,veg_plot,quadrant,species,base_D,height_2021,collection_date,quadrant_fern_tally,,,,,,,,,
A03E,SE,,ACRU,1.45,9.5,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.45,8,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,2.35,11.4,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.9,10.2,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.1,6.9,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,10.2,98,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,1.65,7.9,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.55,11.6,7/20/21,,,,,,,,,,
A03E,SE,,POTR,3,31.7,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,2.1,13.4,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.3,10,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.4,9.8,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.1,8,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,8.8,90.4,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,6.7,79,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,13.55,115.3,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.9,11.4,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.5,6.3,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.6,10,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.2,8.3,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.05,6.8,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.15,20,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,5.05,48,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,8.1,36.9,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.2,6.8,7/20/21,,,,,,,,,,
A03E,SE,,POTR,5.35,58.7,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,3,19.5,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,2.7,16.9,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,13.55,84,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,13,100,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,8.95,97.1,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,11.85,92.6,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,5.65,95,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.7,11.7,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,0.75,4.9,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,4.3,17.3,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,3.1,22.4,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,0.8,10.7,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.3,10.4,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,2,10.2,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,2.2,10.2,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.4,13.8,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,2.65,15.1,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,10.85,102,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,14.9,140,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,6.1,69,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,4.8,39.6,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,1.45,10.5,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,2.6,20.5,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,6.7,38,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,2.75,23,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.2,7.5,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,8.4,75,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,4.5,21.4,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.55,11.4,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,7.6,82.2,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,7.25,51.1,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,2.25,12.4,7/20/21,,,,,,,,,,
A03E,SE,SE,FAGR,8.9,71.6,7/20/21,,,,,,,,,,
A03W,SE,SE,ACRU,1.1,7,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,5.75,42,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.6,10.2,7/21/21,,,,,,,,,,
A03W,SE,SE,FAGR,7.25,100,7/21/21,,,,,,,,,,
A03W,SE,SE,FAGR,11,153,7/21/21,,,,,,,,,,
A03W,SE,SE,FAGR,3.9,41.5,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,2.4,15.6,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,0.9,6.9,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,3.2,19.5,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.45,13.3,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.2,11.5,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.8,11.2,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.25,6.1,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.15,9.9,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.25,10,7/21/21,,,,,,,,,,
A03W,SE,SE,ACPE,1.55,10.5,7/21/21,,,,,,,,,,
A03W,SE,SE,ACRU,1,7.9,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,4.15,22.5,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,1.25,12.3,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,1.7,7.3,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,1.8,9.1,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,1.55,10.2,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,1.3,8.4,7/21/21,,,,,,,,,,
A03W,SW,NW,FAGR,8.4,51.5,7/21/21,,,,,,,,,,
A03W,SW,NW,ACRU,4.5,18.3,7/21/21,,,,,,,,,,
A03W,SW,NW,FAGR,5.9,45.6,7/21/21,,,,,,,,,,
A03W,SW,NW,FAGR,14.5,95.7,7/21/21,,,,,,,,,,
A03W,SW,NW,ACRU,2.1,10.3,7/21/21,,,,,,,,,,
A03W,SW,NW,ACPE,2.9,14.2,7/21/21,,,,,,,,,,
A03W,SW,SE,ACRU,1.45,6.8,7/21/21,,,,,,,,,,
A03W,SW,SE,ACRU,1.3,6.4,7/21/21,,,,,,,,,,
A03W,SW,SE,ACRU,1.5,8.6,7/21/21,,,,,,,,,,
A03W,SW,SE,ACPE,2.1,9.8,7/21/21,,,,,,,,,,
A03W,SW,SE,FAGR,5.9,51.6,7/21/21,,,,,,,,,,
A03W,SW,SE,FAGR,6.3,53.2,7/21/21,,,,,,,,,,
A03W,SW,SE,ACPE,1.05,6.7,7/21/21,,,,,,,,,,
A03W,NW,NW,FAGR,12.1,127.3,7/21/21,,,,,,,,,,
A03W,NW,NW,ACRU,1.35,10.4,7/21/21,,,,,,,,,,
A03W,NW,NW,ACRU,1.2,7.6,7/21/21,,,,,,,,,,
A03W,NW,NW,ACRU,1.65,9.8,7/21/21,,,,,,,,,,
A03W,NW,NW,ACPE,8.2,73.9,7/21/21,,,,,,,,,,
A03W,NW,NW,ACPE,7.7,55.6,7/21/21,,,,,,,,,,
A03W,NW,NW,ACPE,8.25,71.8,7/21/21,,,,,,,,,,
A03W,NW,NW,ACPE,1.8,10.8,7/21/21,,,,,,,,,,
A03W,NW,NW,ACPE,7.9,70.6,7/21/21,,,,,,,,,,
A03W,NW,NW,ACPE,8.1,86.9,7/21/21,,,,,,,,,,
A03W,NW,SE,FAGR,1.65,14.6,7/21/21,,,,,,,,,,
A03W,NW,SE,ACRU,1.15,8.4,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,1.5,7.1,7/21/21,,,,,,,,,,
A03W,NW,SE,ACRU,1.9,9.4,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,8.6,98.4,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,3.7,30.3,7/21/21,,,,,,,,,,
A03W,NW,SE,FAGR,4.8,31.6,7/21/21,,,,,,,,,,
A03W,NW,SE,FAGR,10.75,100.6,7/21/21,,,,,,,,,,
A03W,NW,SE,ACRU,1.2,9.8,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,1.35,7.6,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,10.9,88.7,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,5.6,62.4,7/21/21,,,,,,,,,,
A03W,NW,SE,ACPE,0.85,4.6,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,4,19.1,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,11.85,117.9,7/21/21,,,,,,,,,,
A01E,SE,NW,ACRU,2.55,13.1,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,1.2,7.2,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,2.05,12.4,7/21/21,,,,,,,,,,
A01E,SE,NW,ACRU,3.65,38.4,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,3.15,12.5,7/21/21,,,,,,,,,,
A01E,SE,NW,ACRU,2.9,18.7,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,1.9,9.4,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,2.3,28.5,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,9.25,104,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,4.55,24.1,7/21/21,,,,,,,,,,
A01E,SE,NW,FAGR,6.85,45.5,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,1.25,7.4,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,5.5,57.2,7/21/21,,,,,,,,,,
A01E,SE,NW,ACRU,2.35,11.7,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,3.4,20.2,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,8.15,98,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,3.45,17.8,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,12.9,132.3,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,3.7,28.5,7/21/21,,,,,,,,,,
A01E,SE,NW,ACSA,2.8,17.4,7/21/21,,,,,,,,,,
A01E,SE,NW,ACRU,4,23.5,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,15.1,123.1,7/21/21,,,,,,,,,,
A01E,SE,NW,ACPE,13.55,126.9,7/21/21,,,,,,,,,,
A01E,SE,SE,ACRU,3.45,20.1,7/21/21,,,,,,,,,,
A01E,SE,SE,ACPE,1.15,6.8,7/21/21,,,,,,,,,,
A01E,SE,SE,ACRU,2.4,16.6,7/21/21,,,,,,,,,,
A01E,SE,SE,ACPE,1.55,11.4,7/21/21,,,,,,,,,,
A01E,SE,SE,ACPE,8.4,84.9,7/21/21,,,,,,,,,,
A01E,SE,SE,ACPE,7.25,100.9,7/21/21,,,,,,,,,,
A01E,SE,SE,ACRU,2.8,22.7,7/21/21,,,,,,,,,,
A01E,SE,SE,ACRU,3.65,29.8,7/21/21,,,,,,,,,,
A01E,SE,SE,ACPE,1.8,12.4,7/21/21,,,,,,,,,,
A01E,SE,SE,ACPE,1.7,11.6,7/21/21,,,,,,,,,,
A01E,SE,SE,ACRU,2.05,14.7,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,1.6,14.7,7/21/21,,,,,,,,,,
A01E,NE,NW,ACRU,2.25,11.8,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,4.1,37.2,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,1.35,12.3,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,3.7,7.8,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,3.9,13.2,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,2.9,20.4,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,8.05,61.9,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,1.9,10.2,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,1.85,10.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,1.7,9.7,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,1.1,17.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,7.2,72.1,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,2.3,13.9,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,6.6,31.3,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,4.9,25.7,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,6.5,30.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,2.8,13.8,7/21/21,,,,,,,,,,
A01E,NE,NW,FAGR,5.3,32.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,3.9,23.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,0.95,7.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACPE,0.8,5.6,7/21/21,,,,,,,,,,
A01E,NE,NW,ACSA,2.1,15.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,1.5,9.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,4.6,27.3,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,3.8,18.7,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,3,26.1,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,4.4,14.3,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,2.7,19.3,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,7.65,50.7,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,6.7,79.4,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,2.5,10.4,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.4,8.9,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,2.3,16.8,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,3.8,7.9,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,1.6,7.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,2.4,9.8,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.4,5.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,2.5,7.9,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.2,12.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,2.8,9.8,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,2.6,10.9,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,0.7,3.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,1.05,5.7,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,1.4,11.1,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,4.9,44.8,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,4.7,31.7,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,0.6,7.2,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,2.9,19.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.2,11.6,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.1,10.4,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.7,11.3,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,1.6,10.8,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,2.6,10.1,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,8.45,54.8,7/21/21,,,,,,,,,,
A01E,NE,SW,ACPE,1.4,6.3,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,3.8,15.4,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,1.8,11.9,7/21/21,,,,,,,,,,
A01E,NE,SW,ACSA,2,13.7,7/21/21,,,,,,,,,,
A01E,NE,SW,ACRU,2.2,14.3,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,6.75,70.4,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,2,15.5,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,2.2,12.4,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,4.7,50.7,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,7.7,99.5,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,10.5,97.8,7/21/21,,,,,,,,,,
A01E,NW,NW,FAGR,2.3,23.9,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,1.2,6.8,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,1.7,13,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,1.4,11.4,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,2.1,14.6,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,1.3,11.4,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,2.05,8.6,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,5.6,67.2,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,2.45,18.4,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,7.1,92,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,11.8,89.9,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,4.2,29.6,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,2.45,15.2,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,1.25,5.9,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,3.65,39.2,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,1.7,13,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,7.2,120.4,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,10.05,92.5,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,10.35,85.9,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,3.95,31,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,2.45,25.9,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,1.7,17.7,7/21/21,,,,,,,,,,
A01E,NW,NW,ACSA,1.6,11.8,7/21/21,,,,,,,,,,
A01E,NW,NW,ACPE,4.75,81,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.1,11.7,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.65,12.1,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.4,9.4,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,6.4,42.8,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,2.4,15.7,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,1.3,8.8,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,4.65,24.6,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.6,10.5,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,4.6,46.5,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,1.3,22,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,8.9,109.4,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.3,9.3,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,10,110.3,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,2.8,16,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.5,9.3,7/21/21,,,,,,,,,,
A01E,NW,SE,ACPE,5.9,37.8,7/21/21,,,,,,,,,,
A01E,NW,SE,ACSA,1.85,15.1,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.4,6.8,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,2.4,28.6,7/21/21,,,,,,,,,,
A01E,SW,NW,ACSA,1.1,13.7,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,5.4,35.2,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,3.6,22.9,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,2.3,15.2,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,4,30.3,7/21/21,,,,,,,,,,
A01E,SW,NW,FAGR,4.7,28.1,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.35,15.5,7/21/21,,,,,,,,,,
A01E,SW,NW,ACSA,3.8,17.3,7/21/21,,,,,,,,,,
A01E,SW,NW,ACRU,4.2,14.3,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.6,13.8,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,4.6,16.2,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,4.3,19.1,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.8,11.1,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,2.1,16.6,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.1,7.4,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.6,6.9,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,12.4,40.2,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.9,11.6,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.8,9.6,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,1.7,7.1,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,4.2,57.8,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,6.7,55.8,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,7.1,80.1,7/21/21,,,,,,,,,,
A01E,SW,NW,ACSA,2.1,12.2,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,3.5,20,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,5.3,51.2,7/21/21,,,,,,,,,,
A01E,SW,NW,ACPE,8.7,94.8,7/21/21,,,,,,,,,,
A01E,SW,NW,ACSA,1.6,12.1,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,7.6,73.7,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,10.7,101.9,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,7.3,77.9,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,3.1,24.6,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,6,65.4,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,6.85,61.3,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,3.9,42.4,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,8.6,77.6,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,2.5,20.2,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,1.4,11.2,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,7.1,26.2,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,10.3,81.9,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,5.6,69.6,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,4.05,36.3,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,3.4,26.3,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,4.9,50.1,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,5.1,41.3,7/21/21,,,,,,,,,,
A01E,SW,SE,AMEL,1.7,13.6,7/21/21,,,,,,,,,,
A01E,SW,SE,AMEL,1.45,15.1,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,2.1,14.7,7/21/21,,,,,,,,,,
A01E,SW,SE,ACPE,1.6,13.9,7/21/21,,,,,,,,,,
A01W,NW,SE,FAGR,12.25,172.6,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.8,20.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,5.3,49.7,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,10,77.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,1.75,14.9,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,1.6,10.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,2.3,11.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,1.05,7.3,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,4.1,30.2,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,2.35,11.7,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,1.95,23.9,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,2.8,8.3,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,1.05,13.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,6.9,73.5,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,4.3,24.8,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.95,15.3,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.6,11.6,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.8,21.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.4,14.2,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,2.4,19.8,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,4.05,30.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,3.8,37.2,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,3.85,14.2,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,4.3,33.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,2.7,20.9,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.6,16.3,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,1.95,26,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,3.5,35.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.3,10.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.4,15.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.4,11.5,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.7,11.9,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.9,18.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACSA,2.2,14.7,7/21/21,,,,,,,,,,
A01W,NW,SE,ACSA,4,18.1,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1,8.8,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.4,17.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,2.3,12.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,5.7,69.9,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.3,13.7,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,3.4,20.2,7/21/21,,,,,,,,,,
A01W,NW,SE,ACRU,3.2,15.2,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,3.3,26.4,7/21/21,,,,,,,,,,
A01W,NW,SE,ACPE,7.7,83.9,7/22/21,,,,,,,,,,
A01W,NW,SE,ACSA,1.3,8.6,7/22/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.8,13.6,7/22/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.3,13.1,7/22/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.3,11.9,7/22/21,,,,,,,,,,
A01W,NW,SE,ACSA,1.8,10.4,7/22/21,,,,,,,,,,
A01W,NW,SE,ACPE,2.1,22.7,7/22/21,,,,,,,,,,
A01W,NW,SE,ACRU,1.1,11.1,7/22/21,,,,,,,,,,
